#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
116.548627,0.105013,0.001599,0.000000,0.000000,116.655489
119.131002,0.112905,0.001454,0.000000,0.000000,119.245674
125.059741,0.077703,0.001503,0.000000,0.000000,125.139235
134.275202,0.084205,0.001470,0.000000,0.000000,134.361240
133.649883,0.072610,0.001568,0.000000,0.000000,133.724382
137.931004,0.200493,0.001453,0.000000,0.000000,138.133394
138.687980,0.074318,0.001606,0.000000,0.000000,138.764186
132.749912,0.097388,0.001671,0.000000,0.000000,132.849423
141.302983,0.091419,0.001523,0.000000,0.000000,141.396340
141.817479,0.073505,0.001663,0.000000,0.000000,141.893038
149.133908,0.086743,0.001357,0.000000,0.000000,149.222412
152.160331,0.091050,0.001566,0.000000,0.000000,152.253247
170.209036,0.099539,0.001282,0.000000,0.000000,170.310253
159.705912,0.121003,0.001375,0.000000,0.000000,159.828613
163.287695,0.073597,0.001796,0.000000,0.000000,163.363665
144.828827,0.078876,0.002061,0.000000,0.000000,144.910305
