#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
1.178338,-1862486444,-306277762,-1038270128,-478012680
1.718892,1075543284,-1050477496,32766,1076436530
1.728073,712633486,-183058312,13,-1547562616
1.539327,1079404305,-1055604887,1073741824,1078704013
1.396995,-1862486447,-1194982797,-1038269456,-1970874593
1.190165,1075543284,-1055210094,32766,1077083761
1.042413,1689903022,1293933766,14,-2106114523
1.209096,1083081744,1083502868,1073741824,1077210109
1.272387,150041886,-537917399,-1038217056,1700669610
0.000000,-1072059575,-1058958513,32766,1076259693
1.380930,712633486,-752878794,15,-601707738
1.337899,1079404305,-1055264517,1073741824,1077346404
1.132532,150041884,-218379410,-1038269792,1782033471
1.419106,-1072059575,-1055875371,32766,1075247493
1.218148,1323995928,-470711338,16,-1296873965
1.002638,1075228829,-1055118483,1073741824,1075320957
1.152756,353,-1964518210,-1038211936,577243605
0.000000,0,-1061874699,32766,1075394668
1.529560,-1050624384,-642536647,17,-389227116
0.927783,32766,1087911625,1073741824,1075667783
1.173896,-536870784,-457891235,-1038215840,-448600744
1.630054,32766,-1063900837,32766,1077544799
1.843501,0,-569508204,18,1775161523
2.474332,0,-1063944809,1073741824,1076019222
2.367701,0,2007962002,-1038216512,1642395494
1.198979,0,-1054894291,32766,1076248225
1.609052,52,1568071866,19,-526391192
1.083809,0,-1060937396,1073741824,1078625634
0.930513,-1050667392,-1105538546,-1038269120,1801824680
0.861406,32766,-1059351838,32766,1078595965
0.849481,64,1648328411,20,-2088797215
0.967525,0,1082168580,1073741824,1078391542
0.721364,84,-1065525669,-1038216176,2085498680
0.528941,0,-1063075046,32766,1078049717
0.000000,-1050667408,-155850482,13,-1497809715
0.843583,32766,1091777194,1073741824,1077784128
0.838308,2064396654,1726200357,-1038278192,-1784782250
0.816275,1078659290,1086314633,32766,1077684916
0.833515,-2081630870,-1416667857,14,-931836105
0.604592,-1064981665,1088023061,1073741824,1077271757
0.000000,2064396653,-1384526026,-1038219952,2009632378
1.374324,1078659290,1082987898,32766,1078108969
1.315844,1840087499,-979481857,15,2098143064
1.819592,1085329042,-1059936745,1073741824,1078084983
1.391918,2013002545,-564072742,-1038278528,1122326494
1.683502,-1067700956,-1067899664,32766,1078142949
0.000000,-2081630870,1606707820,16,1485989965
1.691156,-1064981665,1085422131,1073741824,1077916242
0.000000,2013002545,-798767876,-1038248416,868339308
0.000000,-1067700956,-1058571666,32766,1076808097
0.000000,265560128,-1969385428,272,404345401
2.038802,1079787778,-1063235473,0,1076633977
1.580310,209,-1280134626,276,-1556358709
1.093599,0,-1062864884,0,1076911789
0.000000,-1050624384,1803990849,10,-1792203953
1.507673,32766,1079963634,1073741824,1078024631
1.543508,-536870784,-199603075,-1038257824,796046419
1.585086,32766,-1063005295,32766,1077982512
1.610371,0,1648,11,1915624133
1.765430,0,0,1073741824,1077403471
0.000000,0,36,-1038235776,-791373494
0.000000,0,0,32766,1075890182
0.000000,53,-1038151648,12,789174471
0.000000,0,32766,1073741824,1077835201
1.478437,-1050667248,-955748104,-1038257488,-1251244232
1.477340,32766,-1072516845,32766,1077956999
1.314779,64,498796417,13,1853501727
1.248620,0,1081195280,1073741824,1076009889
1.579480,84,641,-1038235104,247115238
1.326027,0,0,32766,1077352661
0.000000,-1050667264,-1038267456,14,-1097037727
1.274200,32766,32766,1073741824,1077391262
1.014675,604573820,-1038269808,-1038257152,-1990390924
0.885084,1076438312,32766,32766,1077387584
1.203423,-530646959,741104124,15,-1046735070
0.778676,1081112057,-1057588007,1073741824,1075716063
0.441719,604573821,1162879881,-1038235440,942556343
0.885925,1076438312,-1062626411,32766,1077530499
1.062879,47716937,2111324159,16,-1977471663
0.994651,1082899653,1087877451,1073741824,1076075465
1.041199,852436701,-44623588,-1038234224,-75866302
1.164487,-1069644366,1083050816,32766,1076803955
0.721557,-530646959,442761800,17,-1286703482
1.137346,1081112057,-1057981548,1073741824,1077427008
1.092811,852436701,-1264401766,-1038233552,1210837180
1.355893,-1069644366,-1053118507,32766,1075815987
1.319880,-311122665,-1739555511,18,4112
1.188561,1078351514,-1057413300,1073741824,0
0.000000,69,69,69,69
0.000000,0,0,0,0
1.219116,1,0,1,1
0.000000,0,32766,32766,32766
1.546861,-1064946496,-1038228016,-1061135056,-721910272
1.497056,32766,32766,32766,32766
1.642441,-1064946560,0,996812912,-711500128
1.719504,32766,0,32766,32766
0.000000,-1061132768,0,-734235392,0
0.000000,32766,0,32766,0
0.000000,971674,609483,338984,166923
0.000000,21845,-1058816033,1073741824,1083081843
0.000000,1909921377,1174827744,1176417104,693036506
0.000000,1061244046,1061430035,1062487549,1061333778
1.882133,64,-1381652133,14,-912254976
0.000000,0,1082146330,1073741824,32766
2.047104,101,69,85,69
2.522410,0,0,0,0
2.389908,1,0,1,1
2.109392,32766,32766,32766,32766
1.458057,-1030436496,-1038201760,-1050665744,-912252576
2.288711,32766,32766,32766,32766
2.820344,-1032575616,-1038219248,0,-912247456
1.530939,32766,32766,0,32766
1.028249,-1032552032,996808784,0,-721936992
0.628353,32766,32766,0,32766
0.589662,868039,850397,325848,23003
0.581457,32766,1081462247,1073741824,32766
0.469127,-519742784,160839206,996812976,-615972212
0.763035,32766,1061118236,32766,1061195785
0.926388,-519742752,-1634660407,996813032,176
1.094748,32766,1088797296,32766,0
1.003583,-519742752,69,996813040,69
28.818446,32766,0,32766,0
1.045428,8,1,11,1
0.000000,32766,32766,1073741824,32766
22.311142,-1029815920,-1038419584,69,-722022960
1.369628,32766,32766,0,32766
1.392248,96,-1037914176,1,-722018944
0.000000,0,32766,32766,32766
1.396620,53,-1038425872,-1050679200,-912259936
0.000000,0,32766,32766,32766
1.985715,109,64772,-1038230560,592313
1.738884,195,1084259979,32766,32766
1.793088,509,-248498010,996793696,-1063653032
0.000000,560,1061370014,32766,1061372832
0.000000,659,-451427938,7215,427816901
1.839298,714,-1066857305,1073741824,1065155141
0.000000,1337,69,1424819906,69
1.892904,1621,0,1061700232,0
1.608770,843280,1,15,1
0.000000,843281,32766,1073741824,32766
23.682783,69,996805344,69,-912264912
0.000000,0,32766,0,32766
0.000000,1,996760720,1,-912247776
1.861434,32766,32766,32766,32766
1.693084,-1064946496,-1060777632,-711509776,-722015808
1.877621,32766,32766,32766,32766
0.000000,-1064946368,530457,-1038225968,866701
0.000000,32766,32766,32766,32766
0.000000,-1038199728,-561124953,996797856,-596347181
0.000000,32766,1061334435,32766,1061230907
0.000000,966828,1164715963,273868,1
0.000000,-1051703495,1081383880,1073741824,32766
0.000000,-248498010,85,-2106192602,69
1.369109,1061370014,0,1061448327,0
0.000000,1792176582,0,19,0
0.000000,-1056717021,32766,1073741824,32766
0.000000,69,-1038202272,69,-912247968
0.000000,0,32766,0,32766
0.000000,1,0,1,-915662464
0.000000,32766,0,32766,32766
1.799869,-1068807952,0,1004346176,-721905776
1.274938,32766,0,32766,32766
1.355041,-1050326448,542303,-1064947152,567758
0.000000,32766,1088661530,32766,32766
1.512486,-1038195456,-1062431696,-1038414768,1598341071
0.000000,32766,32766,32766,1061292406
1.526662,14833,-1062431628,787754,4
1.714974,1096003769,32766,1073741824,32766
1.728615,1451688082,-1062431568,1003719445,85
0.000000,1061269909,32766,1061413269,0
1.524308,-930522761,1050659034,15,1
2.115310,1096423886,-1057224155,1073741824,32766
1.237970,69,69,69,-915679808
1.378516,0,0,0,32766
1.423850,1,1,1,0
1.732306,32766,32766,32766,0
1.271743,-1038205984,-1028990016,-1068807952,0
1.323724,32766,32766,32766,0
0.624087,-711510304,-1038203184,-1050675232,542307
0.000000,32766,32766,32766,32766
3.499566,-1038406224,-1038196320,-1037728896,-912499216
0.000000,32766,32766,32766,32766
0.000000,765540,330090,67524,-912499120
0.000000,-1057934474,-1058239883,1073741824,32766
3.280824,1449310059,920194372,-1476766780,-912499088
5.758395,1061251102,1061736893,1061363630,32766
0.000000,0,-1722977338,816,-912254896
0.000000,0,1082970620,0,32766
0.000000,69,69,69,69
4.627275,0,0,0,0
0.000000,1,1,0,0
3.227957,32766,32766,32766,32766
0.000000,-1038418144,996813792,-1038408944,-915135776
3.559958,32766,32766,32766,32766
0.000000,0,-1050677696,0,-915671232
4.938068,0,32766,0,32766
4.918909,-1038227184,-1038420928,0,-912253552
4.157756,32766,32766,0,32766
7.274604,100739,462541,323384,820091
5.052766,1091670709,1078080463,1073741824,1076966773
2.057597,1166122891,-624500265,87421313,-615972212
3.928669,1061017169,1061515984,1061313795,1061195785
0.000000,1860921584,-1587586359,15,-912254352
0.000000,1088457107,1089253864,1073741824,32766
0.000000,85,85,69,85
0.000000,0,0,0,0
0.000000,1,1,0,1
0.000000,32766,32766,32766,32766
0.000000,-1037728832,-1037446368,996771744,-912898368
5.056870,32766,32766,32766,32766
30.632343,0,-1020205520,-1038228400,0
28.196721,0,32766,32766,0
3.724910,0,-1038207696,996796160,-912265952
3.892278,0,32766,32766,32766
0.000000,109356,434297,20762,868037
30.690284,0,1083911899,1073741824,32766
0.000000,-1038230240,-734235072,-1241927679,-912251008
2.902479,32766,32766,1061597516,32766
2.424681,-1038230136,-734235008,19,-912250972
3.529669,32766,32766,1073741824,32766
6.515420,-1038230112,-734235008,69,-912250944
8.133117,32766,32766,0,32766
0.000000,846425220,-161177827,1,96
5.196798,1095788248,-1069851135,32766,0
5.309590,69,69,-1038203056,69
0.000000,0,0,32766,0
8.593971,0,1,0,0
0.000000,32766,32766,0,32766
0.000000,-1038203664,-1065742080,-1050678272,-721930352
0.000000,32766,32766,32766,32766
4.836777,996771216,-1071944800,402989,-912260720
3.889807,32766,32766,1073741824,32766
2.931040,996796032,-1071957312,-561124953,-915136864
0.000000,32766,32766,1061334435,32766
0.000000,525360,245610,15,39069
0.000000,-1052466449,32766,1073741824,32766
0.000000,-1241927679,-1640525349,85,273750652
0.000000,1061597516,1061026031,0,1060979588
0.000000,84286877,-1044317904,1,-912254800
0.000000,1090582589,32766,32766,32766
8.147248,69,85,-1038407984,69
3.547738,0,0,32766,0
3.132515,1,1,-1038231728,1
4.017678,32766,32766,32766,0
2.718079,-1038417632,-1038386800,0,-915133600
2.553724,32766,32766,0,32766
0.000000,-1061134688,-1071944736,331320,-912497344
0.000000,32766,32766,1073741824,32766
2.553795,996812112,996816816,883049506,-721919824
0.000000,32766,32766,1062060519,32766
2.169429,391147,218014,19,148863
3.370118,1091961660,32766,1073741824,32766
24.199084,-369866894,-1071954960,-1038212816,-1309660070
3.229008,1061209126,32766,32766,1061322482
0.000000,279058756,-1071954900,80,64
4.099775,-1055844292,32766,0,0
4.203999,85,-1071954896,277,149
2.748637,0,32766,0,0
0.000000,1,-1,8,29
2.696846,32766,256,20,185
0.000000,-1065528960,69,62,242
0.000000,32766,0,78,341
3.055099,-1038208032,1,80,506
0.000000,32766,32766,107,507
3.879389,-1038208304,-1071966096,222,652
0.000000,32766,32766,229,750
2.903749,434290,-1038216576,233,775
0.000000,-1050312643,32766,264,843
2.797347,-1038411552,-1071959264,306,975
0.000000,32766,32766,311,981
0.000000,-1038411476,261724,333,1120
3.119376,32766,0,429,1202
0.000000,-1038411424,1718500083,444,1304
16.689552,32766,1061203530,451,1375
0.000000,-1989056980,0,479,1467
0.000000,1094374364,0,512,1512
0.000000,69,53,514,609
3.908090,0,0,648,696
0.000000,0,20,662,739
0.000000,32766,194,674,850
0.000000,-1061133584,240,677,862
0.000000,32766,660,678,1030
5.596688,996800672,737,692,1105
0.000000,32766,1216,716,1129
5.734656,-1038410832,179961,724,1209
5.517763,32766,179962,735,1231
6.414378,282542,179963,737,1280
32.407537,1085358135,179964,848,1309
2.470188,-1513628353,69,853,1310
3.309124,1061102149,0,854,1435
2.580185,608,1,879,-912254144
0.000000,0,32766,911,32766
0.000000,69,996811040,924,69
36.817858,0,32766,926,0
2.654817,1,-1038428992,927,1
0.000000,32766,32766,1103,0
3.056609,-722026080,0,1104,-915679152
0.000000,32766,0,1108,32766
3.165489,0,676680,1295,-912253104
3.167203,0,1086854512,1319,32766
0.000000,-1038406560,1966590306,1340,-912263808
3.616835,32766,1061339945,1432,32766
0.000000,548622,3837504,1434,686591
3.777772,-1050091931,-1059193299,1451,21845
0.000000,1524967074,69,1454,1598341071
3.430905,1061529857,0,1501,1061292406
3.352344,-1389277637,0,17,64
0.000000,-1051528635,32766,1073741824,0
10.440815,69,-1038419648,-1038236112,149
0.000000,0,32766,32766,0
0.000000,0,0,18,27
0.000000,32766,0,1073741824,46
0.000000,-1037912672,0,-1038237120,68
0.000000,32766,0,32766,120
0.000000,-1050671728,350462,19,129
0.000000,32766,-1063496375,1073741824,167
0.000000,996812240,-1420621796,-1038270800,191
0.000000,32766,1061212060,32766,297
0.000000,319018,1865328366,20,306
28.855143,-1052757309,-1060300315,1073741824,378
0.000000,807392493,69,-1038236448,437
0.000000,1061781764,0,32766,456
6.304764,-168404463,0,-336785552,463
0.000000,1098274323,32766,-1063407041,476
0.000000,69,-1050678016,693,490
0.000000,0,32766,0,498
0.000000,1,0,566891,513
0.000000,32766,0,0,728
0.000000,-1038195456,0,862,740
0.000000,32766,0,0,745
36.587901,-915131456,58007,2552,771
6.888133,32766,-1064717887,0,966
7.116242,-1061132640,-1241927679,4,992
0.000000,32766,1061597516,1136931522,1015
0.000000,31613,798092101,1101120400,1047
23.583974,-1053754435,1079678381,1103669297,1081
0.000000,1575639543,85,0,1424
0.000000,1061266004,0,1136392437,1585
0.000000,0,137,-1038188896,1841
0.000000,0,440,1,1842
0.000000,69,698,6,-914344592
0.000000,0,892,0,32766
0.000000,1,1085,1065315304,4864
4.010344,32766,1190,0,0
0.000000,-1038232112,1365,2557,69
0.000000,32766,1504,0,0
0.000000,-1050674576,1554,0,1
0.000000,32766,1245,0,32766
0.000000,-734236368,1285,864,-721926512
3.403433,32766,1316,0,32766
3.134284,107016,1414,864,0
0.000000,1094705006,1456,0,0
0.000000,-1167944253,1457,0,0
0.000000,1060894357,1493,0,0
0.000000,-103938646,-1693444778,0,28241
0.000000,1093326759,1078164346,0,32766
0.000000,53,69,0,-795124138
0.000000,0,0,0,1061029281
0.000000,1,0,0,1699975356
0.000000,32766,32766,0,-1087428251
3.150638,-1061110016,-1064946368,0,69
2.119707,32766,32766,0,0
33.749207,-1022251776,0,0,1
2.970303,32766,0,0,32766
2.376246,0,0,0,-915679664
0.000000,0,0,0,32766
2.002840,-1050902864,965692,0,0
0.000000,32766,32766,1082456064,0
1.697059,85,730453478,0,0
0.000000,0,1060887364,1080254464,0
0.000000,0,1664737999,1073741824,488474
0.000000,32766,1081234092,1082427895,32766
0.000000,-1050665664,69,-1073741824,-1461704819
0.000000,32766,0,1069332043,1061190561
0.000000,-1020204928,0,0,-742291693
2.918741,32766,32766,0,-1062272139
5.071408,996804944,-1037913776,0,69
4.755912,32766,32766,0,0
3.185391,975464,0,0,0
2.968834,1076514559,0,0,32766
29.126460,-1038220496,0,0,-711493856
1.947209,32766,0,1111597468,32766
1.494649,-1038220424,199956,-1053502153,0
0.876895,32766,1086956208,1135758168,0
0.946845,-1038220368,-561124953,0,0
0.700482,32766,1061334435,0,0
0.985003,-15941261,929623234,0,266200
1.032893,1069650218,-1061705870,0,32766
0.921694,85,69,0,1544836476
0.000000,0,0,0,1061526051
0.000000,0,0,-1038189088,1
1.041417,32766,32766,32766,32766
0.000000,-1064776080,996793632,-1038189088,69
0.000000,32766,32766,32766,0
0.000000,-1050324848,0,0,0
0.000000,32766,0,0,32766
0.000000,1004346848,0,-1038284288,-915129328
0.000000,32766,0,32766,32766
1.603429,218016,185209,0,-721908752
0.000000,1082635137,-1058295178,0,32766
0.000000,996797392,1451688082,0,-912263104
0.000000,32766,1061269909,0,32766
0.000000,996797504,672722450,-1038189040,109869
0.000000,32766,-1060073332,32766,32766
0.000000,996797520,69,-1038189040,761309118
0.000000,32766,0,32766,1061266749
0.000000,853318468,1,0,0
0.000000,1074810928,32766,0,0
0.000000,85,-1038418144,-1038256816,69
0.000000,0,32766,32766,0
0.000000,0,0,0,0
0.000000,32766,0,0,32766
0.000000,-1066791616,0,0,-915137056
1.622680,32766,0,0,32766
0.000000,996745248,100989,-1038188992,-915133920
0.000000,32766,-1063884710,32766,32766
0.000000,-1038190208,1451688082,-1038188992,-721932080
0.000000,32766,1061269909,32766,32766
0.000000,325847,-802489537,0,641129
0.000000,1081082527,1077351140,0,0
0.000000,-1038399840,69,-1097014962,-1589134393
1.264939,32766,0,-1104570184,1061494142
0.000000,-1038399748,1,1064302014,-912257408
0.000000,32766,32766,0,32766
0.000000,-1038399712,996591856,1124024320,69
0.000000,32766,32766,2,0
0.000000,-780384795,0,1,1
0.000000,1074065176,0,32,32766
0.000000,85,-1038423488,-1038188480,-722024032
0.000000,0,32766,32766,32766
0.000000,1,952904,-1038188480,0
1.561632,32766,-1065788397,32766,0
0.000000,-1037732496,1793844517,-1038188448,0
0.000000,32766,1061357441,32766,0
0.000000,-1038196464,-40765803,-1038188448,135300
0.000000,32766,1082510819,32766,32766
0.000000,-1050665904,69,0,-795124138
0.000000,32766,0,0,1061029281
0.000000,868037,0,-1038188400,4
0.000000,1082184865,32766,32766,32766
0.000000,-1038403216,-1038413664,-1038188928,69
0.000000,32766,32766,32766,0
0.000000,-1038403176,0,-1038188856,1
0.000000,32766,0,32766,32766
0.000000,-1038403152,0,32,-916105696
0.000000,32766,0,0,32766
2.068316,883319414,312957,1,-721922192
0.000000,1073820499,0,0,32766
0.000000,69,343295098,-1143240432,-912507168
0.000000,0,1061329075,21845,32766
0.000000,0,-1038160544,-1038189328,169782
0.000000,32766,32766,32766,32766
0.000000,-1037912672,69,5,534927112
0.000000,32766,0,1,1061251521
0.000000,-1038413728,1,-1038188287,0
0.000000,32766,32766,32766,0
0.000000,-1038408944,-711511280,0,69
0.000000,32766,32766,0,0
0.000000,322832,0,-1028946112,1
0.000000,21845,0,32766,32766
0.000000,543932889,0,1101401429,-915368144
0.000000,1061397794,0,1117044650,32766
2.146516,64,439956,1433857696,-721926512
1.863692,0,-1059046875,21845,32766
0.000000,85,-561497963,0,-722023776
0.000000,0,1062717811,0,32766
0.000000,1,-2145850767,0,28292
0.000000,32766,1085839994,0,32766
0.000000,996591920,69,0,409088243
0.000000,32766,0,0,1060763700
0.000000,0,0,0,-1979435303
0.000000,0,32766,0,1053946729
0.000000,0,-711511424,0,69
0.000000,0,32766,0,0
1.799745,975473,-1038421696,0,1
1.894210,1079203077,32766,0,32766
0.000000,-1038405632,-1038230752,0,-721933808
0.000000,32766,32766,0,32766
0.000000,-1038405476,709128,0,-912251584
0.000000,32766,1081497714,0,32766
0.000000,-1038405376,920194372,0,-912506784
0.000000,32766,1061736893,0,32766
1.692166,1446999489,1771845154,0,251677
0.000000,1074361922,1085572788,0,32766
0.000000,693,69,0,-211853062
0.000000,0,0,0,1061565105
0.000000,569593,1,0,247777275
0.000000,0,32766,0,-1060606524
0.000000,869,-1038417696,0,69
0.000000,0,32766,0,0
0.000000,2564,0,0,1
0.000000,0,0,0,32766
0.000000,4,0,0,-912254752
0.000000,-1082130432,0,0,32766
0.000000,-1082130432,586201,0,-915667472
0.000000,1101345913,-1065575320,0,32766
2.259018,0,-1778171945,69,-915677872
0.000000,1145477718,1061304217,0,32766
0.000000,-1050665008,584533142,0,826108
0.000000,0,-1065161588,32766,32766
0.000000,7,69,-1064273648,761309118
0.000000,0,0,32766,1061266749
0.000000,1065077987,0,0,3
0.000000,0,32766,0,32766
0.000000,3427,-1038421888,0,69
2.109885,0,32766,0,0
0.000000,2573,0,1167,0
1.965552,0,0,21845,32766
0.000000,893,0,-1187235227,-915679216
0.000000,0,0,1061757539,32766
0.000000,893,265308,64,0
0.000000,0,1082255755,0,0
2.936519,0,-1298584576,69,0
0.000000,0,1061490817,0,0
0.000000,0,700084237,1,173934
0.000000,0,-1067882894,32766,32766
0.000000,0,69,-1021081424,1854032933
2.604159,0,0,32766,1061301869
0.000000,1114313911,0,-1031560928,7
0.000000,-1052020043,32766,32766,32766
0.000000,1136697613,-1038416080,-1039891184,69
0.000000,0,32766,32766,0
0.000000,1528,0,-1135232608,0
0.000000,0,0,21845,32766
0.000000,0,0,19,-711503648
0.000000,0,0,2023,32766
0.000000,0,444367,64,0
0.000000,1081057280,-1072711174,0,0
0.000000,0,-1420621796,117,0
0.000000,1080057856,1061212060,0,0
0.000000,536870912,976,-536870784,710704
0.000000,1080806504,0,32766,32766
0.000000,-1610612736,69,-536870784,1107252759
2.730260,1069853750,0,32766,1061615454
0.000000,0,0,0,192
0.000000,0,32766,0,0
0.000000,0,-722026400,-1038188512,69
0.000000,0,32766,32766,0
0.000000,0,996794016,50392384,0
1.563245,0,32766,-1474133744,32766
0.000000,0,-1062432720,134783018,-721931376
0.000000,1114313911,32766,272646368,32766
0.000000,-1052020043,33255,1917347856,0
0.000000,1136697613,32766,2139691074,0
0.000000,0,1966590306,1678705836,0
0.000000,0,1061339945,134415104,0
0.000000,0,-1214841571,0,617979
0.000000,0,-1058631657,0,32766
0.000000,-1069004496,69,1022133760,1908144063
0.000000,32766,0,1077230605,1061345852
0.000000,-1069004432,1,0,-643670294
0.000000,32766,32766,0,1082784042
0.000000,-1069004496,-1038409664,1280350913,69
0.000000,32766,32766,1070927042,0
0.000000,2,0,0,1
0.000000,0,0,0,32766
0.000000,1,0,117,-912503248
0.000000,0,0,0,32766
0.000000,0,444469,1434025680,-912489904
1.988578,0,-1058354109,21845,32766
1.460984,0,-1273563933,1434025680,0
0.000000,0,1060952449,21845,0
37.574213,-1050665152,-1668071201,0,586450
0.000000,32766,1080808642,1,-1070153306
0.000000,-1050665152,69,-1038188480,136218538
1.738961,32766,0,32766,1060897387
1.349303,0,1,-1038188480,-912252864
1.563302,0,32766,32766,32766
0.993885,0,-1062540272,32,69
1.386269,0,32766,0,0
1.041084,0,-1038226288,0,0
1.090215,32766,32766,1082325386,32766
1.095270,0,-1050677760,0,-912492688
0.981135,0,32766,0,32766
1.090778,-1050665104,458734,0,-912268688
0.915483,32766,1083252230,0,32766
0.000000,-1050665104,1461964772,0,-711506608
1.076783,32766,1061376606,0,32766
1.072472,0,1890259770,0,460670
0.000000,0,-1065439068,0,32766
1.263293,1034957030,69,0,761309118
1.312856,-1109387192,0,0,1061266749
1.602699,1065189586,1,0,32
1.630171,0,32766,0,0
1.630569,1124024320,-1038233264,693,69
2.453437,2,32766,0,0
2.009809,1,-1038233200,566892,1
1.975929,32,32766,0,32766
2.052458,-1137204416,0,862,-915136416
1.564168,21845,0,0,32766
1.710483,-1137204416,494976,2552,-721933040
4.382164,21845,1087368046,0,32766
2.511392,-1137204384,-119874731,10,-912251328
3.309415,21845,1061479323,1140458146,32766
3.616254,-1137204384,554207958,1124773033,102506
4.412022,21845,1084040464,1107493568,1076944311
3.467068,0,69,-1038268112,-615972212
0.000000,0,0,1140066755,1061195785
0.000000,-1019838272,0,-1038263328,-912252864
0.000000,32766,32766,1,32766
0.000000,-1050665040,-1038195200,6,69
4.903807,32766,32766,32766,0
4.304289,-1050664968,0,1065351657,0
0.000000,32766,0,32766,32766
5.715388,32,0,2555,-912254336
0.000000,0,0,0,32766
4.092769,1,244532,0,-912509696
