#Image Rect[ms], Image Resize[ms], ORB ext[ms], Stereo match[ms], IMU preint[ms], Pose pred[ms], LM track[ms], KF dec[ms], Total[ms]
0.000000,0.000000,1.790095,2.543665,0.000000,2.176365,2.725714,0.441364,10.216675
0.000000,0.000000,2.860086,2.320059,0.000000,1.913529,2.722851,0.513963,11.963681
0.000000,0.000000,3.466088,2.493199,0.000000,1.947188,2.891106,0.482289,12.480346
0.000000,0.000000,1.954958,2.520881,0.000000,2.031596,10.262498,0.059951,11.153658
0.000000,0.000000,3.430277,2.525788,0.000000,1.362435,3.478813,0.602151,19.734674
0.000000,0.000000,2.024974,2.919068,0.000000,3.234489,4.120105,0.064150,11.790460
0.000000,0.000000,1.609662,2.377511,0.000000,1.653538,4.009815,0.064602,12.780723
0.000000,0.000000,1.601679,2.409085,0.000000,1.625129,2.961384,0.694608,11.114660
0.000000,0.000000,1.933110,2.531346,0.000000,2.806668,4.144279,0.067396,11.198041
0.000000,0.000000,1.610431,2.566667,0.000000,2.021028,5.047644,0.087536,12.678745
0.000000,0.000000,2.208998,3.434320,0.000000,1.249482,2.884168,0.767628,19.341937
0.000000,0.000000,1.565880,2.696617,0.000000,3.128168,4.212249,0.071892,10.646311
0.000000,0.000000,1.661270,2.772361,0.000000,1.335532,3.689109,0.074862,13.462562
0.000000,0.000000,1.777623,2.705570,0.000000,1.075028,2.703676,0.667674,11.012862
0.000000,0.000000,1.853182,2.540934,0.000000,2.312900,3.128556,0.064302,10.182976
0.000000,0.000000,1.550647,2.492136,0.000000,1.452386,3.534236,0.677762,11.001620
0.000000,0.000000,1.638910,2.477242,0.000000,1.850943,3.277962,0.529932,13.131550
0.000000,0.000000,1.800574,2.378592,0.000000,1.809691,3.256955,0.060671,11.341545
0.000000,0.000000,2.118498,2.249896,0.000000,1.074631,3.133204,0.513469,10.982635
0.000000,0.000000,1.826696,2.317782,0.000000,2.067325,4.058493,0.059465,10.134504
0.000000,0.000000,1.990749,2.140884,0.000000,1.361294,3.155258,0.055272,11.704835
0.000000,0.000000,1.815493,2.096304,0.000000,1.288798,9.845763,0.556290,9.700881
0.000000,0.000000,1.457109,2.226144,0.000000,3.005392,4.298147,0.069887,16.756076
0.000000,0.000000,1.803043,3.064449,0.000000,1.407432,3.428130,0.059674,13.845811
0.000000,0.000000,1.685029,2.528075,0.000000,1.500573,2.659585,0.055940,10.394125
0.000000,0.000000,2.008777,2.328197,0.000000,1.048616,2.619374,0.645355,9.843022
0.000000,0.000000,1.510031,2.510498,0.000000,2.601607,3.692775,0.056907,9.613422
0.000000,0.000000,2.641683,2.457429,0.000000,1.301135,3.091147,0.070406,12.863536
0.000000,0.000000,2.269220,2.496477,0.000000,1.044977,2.651464,0.596760,10.643140
0.000000,0.000000,3.828371,2.420803,0.000000,2.131739,3.234482,0.062253,11.778901
0.000000,0.000000,3.767681,2.533897,0.000000,1.222889,2.990490,0.654588,13.094001
0.000000,0.000000,2.436469,2.758063,0.000000,2.782151,3.607555,0.068917,11.381757
0.000000,0.000000,3.565786,2.533208,0.000000,1.368756,3.157750,0.592117,13.984485
0.000000,0.000000,2.775520,2.484989,0.000000,2.291484,3.738147,0.057693,16.064179
0.000000,0.000000,1.727863,2.737734,0.000000,1.144400,3.055095,0.664116,12.150045
0.000000,0.000000,1.525857,2.669166,0.000000,2.575380,4.053434,0.070765,10.448550
0.000000,0.000000,2.010270,3.351946,0.000000,1.478326,3.379604,0.071118,13.849465
0.000000,0.000000,1.905484,2.581436,0.000000,1.182452,2.761300,7.914970,10.810135
0.000000,0.000000,1.912654,2.652598,0.000000,2.909510,4.712981,0.064966,18.054847
0.000000,0.000000,1.721092,2.683697,0.000000,1.268631,2.872147,0.633767,13.717613
0.000000,0.000000,1.829748,3.165894,0.000000,2.083976,3.583369,0.059560,11.181989
0.000000,0.000000,1.737207,2.516702,0.000000,1.216478,3.196244,0.066550,11.475891
0.000000,0.000000,1.660157,2.422784,0.000000,1.098915,2.818866,0.709974,9.912034
0.000000,0.000000,1.957766,2.519041,0.000000,3.015399,3.663982,0.064072,10.467136
0.000000,0.000000,1.734870,2.817616,0.000000,1.471498,3.332032,0.071623,13.971610
0.000000,0.000000,1.801950,3.107253,0.000000,1.160329,2.445690,0.680318,11.239034
0.000000,0.000000,1.451574,2.497946,0.000000,2.675436,3.479191,0.066206,9.596390
0.000000,0.000000,1.651834,2.644872,0.000000,1.163956,2.908975,0.702716,11.906476
0.000000,0.000000,1.654742,2.546219,0.000000,2.418397,3.795221,0.072032,10.301621
0.000000,0.000000,1.690644,3.456742,0.000000,1.537320,3.343256,0.076495,12.994350
0.000000,0.000000,1.630077,2.612306,0.000000,1.079398,2.838474,0.822222,16.285278
0.000000,0.000000,1.623146,2.772473,0.000000,3.835306,5.044058,0.072333,10.655741
0.000000,0.000000,1.616669,3.197505,0.000000,1.430934,3.984311,0.894282,15.587426
0.000000,0.000000,1.733773,3.478231,0.000000,2.260979,3.200036,0.065205,13.106583
0.000000,0.000000,2.017850,2.504920,0.000000,1.143436,3.018797,0.069550,11.542835
0.000000,0.000000,1.684054,2.613112,0.000000,1.290463,2.968327,0.780889,9.863506
0.000000,0.000000,1.784508,2.833200,0.000000,2.504383,3.188940,0.055060,13.973497
0.000000,0.000000,2.149660,2.451660,0.000000,1.137218,2.704151,0.061547,11.652543
0.000000,0.000000,1.632716,2.165525,0.000000,0.971956,2.265356,0.558526,8.911313
0.000000,0.000000,1.564881,2.159285,0.000000,2.036692,3.144739,0.053561,8.726624
0.000000,0.000000,1.736285,2.384977,0.000000,1.084077,2.501194,0.054948,10.733824
0.000000,0.000000,1.729455,2.270348,0.000000,1.798687,9.877764,0.594848,8.834269
0.000000,0.000000,1.399730,2.604171,0.000000,2.063241,3.178196,0.055399,17.546054
0.000000,0.000000,1.756788,2.530415,0.000000,0.988880,2.373404,0.591215,10.935923
0.000000,0.000000,1.477642,2.581045,0.000000,2.126107,3.303561,0.061221,9.284494
0.000000,0.000000,2.884087,2.599237,0.000000,0.990975,2.795365,0.599112,12.379995
0.000000,0.000000,3.546140,2.675945,0.000000,2.523828,3.325862,0.069091,11.919986
0.000000,0.000000,3.704002,3.514792,0.000000,1.766041,2.669672,0.605084,14.777663
0.000000,0.000000,1.619110,2.821902,0.000000,1.905950,3.025467,0.561676,10.954497
0.000000,0.000000,2.776914,2.776795,0.000000,1.781690,2.790618,0.546668,12.530028
0.000000,0.000000,2.513667,2.998350,0.000000,1.745020,2.936340,0.580829,12.021974
0.000000,0.000000,2.745618,2.881460,0.000000,2.248161,3.483309,0.058142,12.327783
0.000000,0.000000,2.890257,2.993506,0.000000,1.320596,3.258844,0.850609,13.295924
0.000000,0.000000,1.559943,3.497014,0.000000,2.490613,3.947056,0.072055,15.274622
0.000000,0.000000,1.625726,3.213965,0.000000,1.265792,3.097030,0.816401,13.103698
0.000000,0.000000,1.553990,3.257562,0.000000,2.855031,3.731866,0.071117,11.590692
0.000000,0.000000,1.632712,3.164519,0.000000,1.245366,3.265467,0.876157,13.175471
0.000000,0.000000,1.840719,3.148926,0.000000,3.372414,11.784660,0.084712,11.906622
0.000000,0.000000,1.834157,3.044222,0.000000,2.061557,4.005220,0.085628,21.900872
0.000000,0.000000,2.081356,4.015595,0.000000,1.419329,3.481176,0.872723,13.936363
0.000000,0.000000,1.844444,3.812548,0.000000,3.035193,4.490263,0.078054,13.029561
0.000000,0.000000,1.468974,3.567416,0.000000,1.374944,3.462883,0.831309,14.412614
0.000000,0.000000,1.966239,3.385730,0.000000,3.074632,4.038329,0.102541,12.751289
0.000000,0.000000,1.569128,3.846271,0.000000,1.411991,3.652948,0.086704,19.231932
0.000000,0.000000,1.793854,3.434453,0.000000,1.154113,2.859815,0.870842,12.163001
0.000000,0.000000,1.583910,3.384402,0.000000,3.286235,4.190531,0.071878,11.495457
0.000000,0.000000,1.642322,3.514521,0.000000,1.765289,3.820065,0.074632,14.424350
0.000000,0.000000,1.738120,3.562589,0.000000,1.079415,3.322030,0.954586,12.675470
0.000000,0.000000,1.544541,3.526001,0.000000,5.762468,4.961485,0.085668,12.063292
0.000000,0.000000,1.705017,3.629032,0.000000,1.686294,4.045161,0.082971,17.975085
0.000000,0.000000,3.732778,3.600191,0.000000,1.268986,3.217507,0.967017,14.936603
0.000000,0.000000,1.923822,3.249908,0.000000,2.976436,4.784751,0.084379,12.199020
0.000000,0.000000,1.734838,3.292225,0.000000,1.237255,3.600519,0.957602,14.635957
0.000000,0.000000,1.720292,3.258659,0.000000,3.948548,4.883946,0.103351,12.445080
0.000000,0.000000,1.699311,3.397851,0.000000,1.593506,4.184586,0.104833,21.568458
0.000000,0.000000,2.256873,4.517940,0.000000,1.129027,3.198446,1.030011,14.470831
0.000000,0.000000,1.586090,4.587543,0.000000,3.711051,4.737054,0.085305,13.124436
0.000000,0.000000,1.783106,3.300315,0.000000,1.440629,4.001260,0.089576,15.448677
0.000000,0.000000,1.779146,3.226763,0.000000,1.228429,3.488099,1.018770,12.215450
0.000000,0.000000,1.793358,4.041099,0.000000,2.963543,4.953181,0.076644,13.399571
0.000000,0.000000,1.727354,2.926926,0.000000,1.377938,3.787559,0.081893,14.477430
0.000000,0.000000,1.541496,3.541082,0.000000,1.061365,2.865137,0.667139,12.170552
0.000000,0.000000,1.565156,2.730407,0.000000,2.451806,4.087904,0.061952,10.392043
0.000000,0.000000,1.574510,2.935125,0.000000,1.308589,3.646066,0.660847,12.803038
0.000000,0.000000,1.593893,2.856534,0.000000,3.616305,4.167464,0.066667,20.148657
0.000000,0.000000,1.778168,3.229663,0.000000,1.245769,3.634688,0.605730,14.581818
0.000000,0.000000,1.723930,3.732001,0.000000,2.476375,4.166278,0.065060,12.453498
0.000000,0.000000,1.739498,3.177369,0.000000,1.432682,3.796335,0.572226,13.237877
0.000000,0.000000,1.590165,4.039473,0.000000,3.293216,4.455869,0.086985,12.867520
0.000000,0.000000,1.733091,3.391741,0.000000,1.565232,4.256281,0.071931,20.659660
0.000000,0.000000,1.533637,2.780331,0.000000,1.325827,3.253365,0.787662,11.796909
0.000000,0.000000,1.647733,2.791791,0.000000,2.995089,5.052078,0.067396,11.331787
0.000000,0.000000,1.953040,2.696084,0.000000,1.477594,4.563023,0.076159,14.428987
0.000000,0.000000,1.621382,2.664169,0.000000,1.627954,11.237371,0.779664,11.918610
0.000000,0.000000,1.622963,2.523635,0.000000,4.544248,4.888750,0.073069,19.438980
0.000000,0.000000,1.811508,3.083554,0.000000,1.423748,4.361437,0.074424,16.044260
0.000000,0.000000,1.723662,3.201078,0.000000,1.453777,3.498385,0.639612,12.292660
0.000000,0.000000,1.440404,3.880768,0.000000,2.191324,4.048009,0.058468,12.482988
0.000000,0.000000,1.838706,3.351017,0.000000,1.385248,3.651080,0.065203,13.168212
0.000000,0.000000,3.444028,2.802623,0.000000,1.622960,3.584740,0.539577,12.917704
0.000000,0.000000,3.226131,2.623195,0.000000,2.168875,3.605719,0.055618,13.128313
0.000000,0.000000,2.360097,2.500206,0.000000,1.709751,3.651902,0.054991,12.124175
0.000000,0.000000,2.845376,2.199577,0.000000,1.386117,3.376090,0.502429,11.769348
0.000000,0.000000,2.662177,2.079637,0.000000,2.405379,4.103796,0.061168,11.406349
0.000000,0.000000,3.033735,2.294965,0.000000,1.528864,3.927678,0.052849,13.282324
0.000000,0.000000,3.608009,2.146822,0.000000,1.773079,3.130156,0.064693,12.601624
0.000000,0.000000,4.081117,2.260435,0.000000,1.509996,3.312617,0.061077,12.806000
0.000000,0.000000,2.360720,2.323091,0.000000,1.347999,2.977185,0.058938,10.902034
0.000000,0.000000,3.178842,2.228013,0.000000,1.221624,3.024370,0.534984,11.025183
0.000000,0.000000,1.747913,3.024567,0.000000,2.276042,4.028275,0.059305,10.748274
0.000000,0.000000,1.685714,2.003020,0.000000,1.716962,2.887557,0.049501,11.348414
0.000000,0.000000,1.681144,1.823926,0.000000,2.005614,3.332717,0.056004,9.391141
0.000000,0.000000,1.551021,1.992548,0.000000,1.209585,2.901323,0.515834,17.448323
0.000000,0.000000,1.687857,2.154030,0.000000,2.160866,4.350787,0.051647,9.807911
0.000000,0.000000,2.193883,1.996288,0.000000,2.397838,3.817749,0.052091,12.055654
0.000000,0.000000,1.832429,2.458030,0.000000,1.406499,3.244230,0.052506,11.889676
0.000000,0.000000,1.595062,1.964379,0.000000,1.334820,3.126812,0.048483,9.524049
0.000000,0.000000,1.752812,1.835330,0.000000,1.222352,2.828125,0.472530,9.333722
0.000000,0.000000,1.821678,1.919693,0.000000,1.952889,3.564957,0.041995,13.523696
0.000000,0.000000,1.614707,2.087011,0.000000,1.404064,2.962130,0.041498,10.472379
0.000000,0.000000,1.627303,1.804650,0.000000,1.270797,2.499153,0.042944,8.976563
0.000000,0.000000,1.907046,1.818355,0.000000,1.067533,2.222117,0.366512,8.629330
0.000000,0.000000,1.826880,3.003018,0.000000,1.721454,2.551893,0.038430,9.531441
0.000000,0.000000,1.547916,1.914912,0.000000,1.116248,1.818523,7.647516,8.795542
0.000000,0.000000,1.742276,1.960958,0.000000,1.039401,1.910337,0.042572,15.416383
0.000000,0.000000,1.749228,2.230163,0.000000,1.004637,1.565451,0.425601,8.092471
0.000000,0.000000,1.958120,2.265051,0.000000,1.508091,2.212884,0.039651,8.157362
0.000000,0.000000,1.597466,2.134093,0.000000,1.083932,1.928127,0.037325,8.459802
0.000000,0.000000,3.952272,2.226706,0.000000,1.034223,1.523148,0.036846,10.205944
0.000000,0.000000,1.591064,2.920142,0.000000,0.807913,1.349614,0.538330,8.111396
0.000000,0.000000,1.501802,2.261664,0.000000,2.101594,2.386516,0.049628,7.517867
0.000000,0.000000,1.615017,3.273990,0.000000,1.196049,2.282558,0.050355,12.776619
0.000000,0.000000,1.815433,2.514816,0.000000,1.076395,1.880902,0.535322,9.072287
0.000000,0.000000,1.856211,2.282425,0.000000,2.138782,2.842733,0.052679,8.774644
0.000000,0.000000,2.550885,2.223475,0.000000,1.372819,2.397162,0.054878,10.959649
0.000000,0.000000,3.325600,2.124729,0.000000,1.249093,2.238782,0.506896,10.447241
0.000000,0.000000,1.941858,2.468645,0.000000,2.521587,3.143720,0.055373,9.589332
0.000000,0.000000,1.771420,2.413792,0.000000,1.757403,2.870414,0.053722,11.235651
0.000000,0.000000,1.563065,2.244139,0.000000,1.494983,2.548089,0.588504,9.759666
0.000000,0.000000,1.574675,2.498330,0.000000,2.770417,3.283141,0.059759,10.028520
0.000000,0.000000,1.766848,2.342848,0.000000,1.824892,3.244192,0.064915,11.578705
0.000000,0.000000,1.532238,2.395477,0.000000,1.473281,2.866658,0.582294,10.365079
0.000000,0.000000,1.730621,2.324360,0.000000,3.020003,4.305962,0.066206,10.640163
0.000000,0.000000,1.698638,2.915610,0.000000,2.018831,10.864444,0.067162,13.436166
0.000000,0.000000,1.717664,2.383119,0.000000,1.436676,3.013728,0.615397,18.530615
0.000000,0.000000,1.645747,2.652089,0.000000,3.162067,3.736629,0.064390,10.832512
0.000000,0.000000,1.690380,2.433562,0.000000,1.826913,3.154658,0.063644,12.451816
0.000000,0.000000,1.795336,2.322070,0.000000,1.316955,2.925877,0.655551,10.549227
0.000000,0.000000,1.620078,2.371938,0.000000,3.163543,4.293653,0.066773,10.290340
0.000000,0.000000,1.783995,2.411048,0.000000,1.973945,3.510518,0.067141,13.195905
0.000000,0.000000,1.503638,2.402359,0.000000,1.599933,3.303284,0.714093,18.188347
0.000000,0.000000,1.837039,2.735488,0.000000,3.182303,4.318930,0.071716,11.716172
0.000000,0.000000,1.761868,2.546991,0.000000,1.559855,3.663899,0.070397,13.405539
0.000000,0.000000,1.620671,2.585245,0.000000,1.530867,3.310994,0.083917,10.917465
0.000000,0.000000,1.869886,2.604174,0.000000,1.462775,3.060009,0.805475,10.891126
0.000000,0.000000,1.707081,2.675555,0.000000,3.078711,4.479380,0.082715,11.187841
0.000000,0.000000,1.834634,2.736845,0.000000,1.721917,3.649879,0.081217,13.820330
0.000000,0.000000,1.746366,2.696613,0.000000,1.090995,2.834027,0.754917,11.485413
0.000000,0.000000,1.540900,2.681222,0.000000,3.246478,4.536986,0.072016,10.317247
0.000000,0.000000,1.813855,2.773989,0.000000,1.656669,3.647138,0.077893,14.014536
0.000000,0.000000,1.610767,2.729673,0.000000,1.290477,11.279296,0.920315,11.211141
0.000000,0.000000,1.751822,2.684058,0.000000,4.298554,4.369699,0.073649,19.681713
0.000000,0.000000,1.683124,2.708181,0.000000,1.386311,3.507613,0.078954,14.813354
0.000000,0.000000,1.614724,4.455177,0.000000,1.282136,2.680731,0.651397,12.489774
0.000000,0.000000,1.621935,2.743665,0.000000,3.004133,3.788085,0.060133,10.355686
0.000000,0.000000,1.618163,2.420105,0.000000,3.049208,9.824892,0.699228,12.348756
0.000000,0.000000,1.912077,2.539657,0.000000,3.050798,4.077170,0.070761,19.584239
0.000000,0.000000,1.980865,2.701557,0.000000,1.818010,3.598668,0.065751,13.474420
0.000000,0.000000,1.618151,2.656802,0.000000,1.313611,2.853259,0.706043,11.219701
0.000000,0.000000,1.635019,2.640328,0.000000,2.914573,4.023870,0.064277,10.681787
0.000000,0.000000,2.504599,2.778763,0.000000,1.955526,3.663047,0.069816,13.840430
0.000000,0.000000,1.566493,2.704673,0.000000,1.589883,3.176304,0.792672,11.450006
0.000000,0.000000,1.880609,2.756871,0.000000,2.982010,4.308460,0.075527,21.468706
0.000000,0.000000,1.617784,2.890591,0.000000,1.492279,3.503618,0.072311,13.480055
0.000000,0.000000,1.560608,2.695701,0.000000,1.317635,3.157188,0.076736,10.833673
0.000000,0.000000,1.480001,2.715312,0.000000,1.200588,3.118994,0.864114,10.148704
0.000000,0.000000,1.987166,3.785093,0.000000,3.472215,4.438796,0.075878,12.638777
0.000000,0.000000,1.660253,2.860159,0.000000,1.709627,4.058179,0.082088,14.208995
0.000000,0.000000,1.744283,3.374718,0.000000,1.538864,3.685390,0.074645,14.080099
0.000000,0.000000,1.580299,3.279641,0.000000,1.144748,2.845290,0.964221,11.772865
0.000000,0.000000,1.631885,3.310932,0.000000,3.648695,4.372880,0.084082,11.511537
0.000000,0.000000,1.701501,3.440134,0.000000,1.612110,3.819159,0.084799,15.013914
0.000000,0.000000,2.289815,3.892424,0.000000,1.396047,11.614028,0.832644,13.330102
0.000000,0.000000,1.673638,3.482348,0.000000,3.524911,4.937382,0.073553,20.636654
0.000000,0.000000,1.851892,3.541148,0.000000,1.301056,3.491207,0.646755,15.771675
0.000000,0.000000,1.596440,2.755708,0.000000,2.469250,3.580696,0.064436,11.304370
0.000000,0.000000,1.772325,2.524484,0.000000,1.391576,3.350076,0.536312,11.992046
0.000000,0.000000,1.641003,2.544044,0.000000,2.156700,3.623050,7.644969,10.905794
0.000000,0.000000,1.698884,2.455393,0.000000,3.818956,4.773930,0.532511,19.359247
0.000000,0.000000,1.738189,3.601824,0.000000,2.592277,3.882760,0.060994,16.158685
0.000000,0.000000,2.001146,3.855046,0.000000,1.499812,3.837799,0.065152,13.938226
0.000000,0.000000,3.866245,2.701712,0.000000,1.339510,3.168575,0.627571,13.445946
0.000000,0.000000,2.686835,2.462016,0.000000,2.808590,10.181026,0.065456,11.703895
0.000000,0.000000,3.617331,2.742512,0.000000,1.573740,3.985717,0.066095,21.053358
0.000000,0.000000,1.800343,2.530730,0.000000,1.594553,3.398807,0.063309,11.542718
0.000000,0.000000,1.638711,2.683931,0.000000,1.155505,3.032297,0.551669,10.892858
0.000000,0.000000,1.945293,2.318167,0.000000,2.257254,3.984386,0.053985,10.351190
0.000000,0.000000,1.616762,2.307338,0.000000,1.868775,4.443140,0.070606,11.658266
0.000000,0.000000,1.622249,2.846593,0.000000,1.848154,4.576868,0.871550,12.408538
0.000000,0.000000,1.838945,2.227872,0.000000,2.146582,3.976313,0.057038,13.558594
0.000000,0.000000,1.780352,2.216816,0.000000,1.527470,3.647526,0.056384,11.609875
0.000000,0.000000,1.712068,2.102638,0.000000,1.266188,2.992256,0.056753,10.330798
0.000000,0.000000,1.611566,2.100719,0.000000,1.125002,3.064814,0.595640,9.314018
0.000000,0.000000,2.942434,2.279645,0.000000,2.676775,4.236816,0.056754,11.361621
0.000000,0.000000,1.683992,3.930791,0.000000,1.650866,3.909834,0.052187,13.955293
0.000000,0.000000,3.405043,2.195515,0.000000,1.411714,3.323919,0.055549,18.512376
0.000000,0.000000,1.701807,2.136796,0.000000,1.670668,3.050629,0.468351,10.025401
0.000000,0.000000,1.843070,2.136898,0.000000,2.034048,3.614943,0.046772,10.386222
0.000000,0.000000,2.051312,2.161396,0.000000,1.467750,3.397140,0.049297,11.249566
0.000000,0.000000,4.180592,2.714693,0.000000,1.310729,3.188947,0.049692,13.144805
0.000000,0.000000,2.991013,2.121524,0.000000,1.246712,12.647218,0.056539,10.943994
0.000000,0.000000,2.985851,2.120871,0.000000,1.320149,3.536516,0.759796,20.307871
0.000000,0.000000,1.527545,2.692121,0.000000,2.518776,3.972353,0.056484,11.208363
0.000000,0.000000,1.967821,2.139249,0.000000,1.592303,3.153183,0.052933,11.810746
0.000000,0.000000,1.409989,2.009228,0.000000,1.348117,3.021136,0.055582,9.377210
0.000000,0.000000,1.969235,2.107069,0.000000,1.170546,2.777059,0.052119,9.729080
0.000000,0.000000,3.512032,2.162695,0.000000,1.165827,2.776538,0.541275,10.835080
0.000000,0.000000,1.768288,2.444617,0.000000,2.171667,3.381958,0.053429,15.125779
0.000000,0.000000,3.709096,2.011981,0.000000,1.329024,2.702147,0.044581,12.473476
0.000000,0.000000,3.195199,1.850836,0.000000,1.060635,2.569799,0.046488,10.240372
0.000000,0.000000,1.687042,1.896484,0.000000,0.877035,2.020457,0.047559,8.351860
0.000000,0.000000,1.654346,1.791758,0.000000,0.846617,1.735626,0.371398,7.402065
0.000000,0.000000,1.674828,1.839329,0.000000,1.336695,11.747985,0.048755,7.413493
0.000000,0.000000,1.406466,2.264921,0.000000,1.163084,2.004950,0.035083,17.901806
0.000000,0.000000,1.599208,2.485337,0.000000,0.866713,1.798288,0.312807,8.419787
0.000000,0.000000,1.579322,1.957232,0.000000,1.115904,1.905758,0.036936,7.406128
0.000000,0.000000,2.731447,2.002275,0.000000,2.148651,2.042009,0.236121,8.715252
0.000000,0.000000,1.576614,2.422941,0.000000,1.157097,1.909896,0.254709,9.360827
0.000000,0.000000,1.883893,1.952945,0.000000,1.221502,2.718972,0.031531,8.098768
0.000000,0.000000,1.586625,1.838553,0.000000,2.206750,2.780902,0.289024,8.379490
0.000000,0.000000,1.520366,2.033835,0.000000,1.582982,2.761522,0.315474,14.725377
0.000000,0.000000,1.661726,2.230631,0.000000,1.967899,3.564091,0.300976,9.714976
0.000000,0.000000,1.710468,2.156458,0.000000,2.788669,3.789910,0.349823,10.884878
0.000000,0.000000,1.521211,2.154478,0.000000,2.942982,3.743905,0.061416,11.812292
0.000000,0.000000,1.686396,2.362498,0.000000,1.944634,3.732291,0.387315,12.082126
0.000000,0.000000,1.477871,2.259958,0.000000,2.980627,3.619258,0.052928,11.051953
0.000000,0.000000,3.232974,2.417309,0.000000,2.165733,4.135454,0.071079,13.721905
0.000000,0.000000,1.855011,2.645379,0.000000,2.214324,3.473341,0.074086,12.258587
0.000000,0.000000,2.298073,2.435842,0.000000,1.864600,3.350910,0.067779,11.883749
0.000000,0.000000,1.948913,2.606929,0.000000,1.707814,3.369322,0.556350,11.224412
0.000000,0.000000,3.422721,2.452349,0.000000,3.388969,4.861488,0.071422,12.857463
0.000000,0.000000,3.442113,2.457912,0.000000,3.113843,5.081409,0.072555,15.669671
0.000000,0.000000,1.778173,3.087888,0.000000,2.512370,3.982647,0.068961,14.827271
0.000000,0.000000,2.137364,2.554780,0.000000,1.930455,3.878035,0.071447,12.709439
0.000000,0.000000,1.767597,2.413579,0.000000,1.723016,3.589075,0.668031,11.484282
0.000000,0.000000,1.665902,2.444321,0.000000,3.789008,5.319818,0.075080,11.449192
0.000000,0.000000,1.627444,2.358771,0.000000,2.516893,4.375172,0.070105,14.579719
0.000000,0.000000,1.583512,2.492267,0.000000,2.738648,4.590502,0.093144,12.386469
0.000000,0.000000,1.799979,2.425339,0.000000,2.485910,4.245801,0.069282,14.771545
0.000000,0.000000,1.609992,2.412293,0.000000,2.208878,3.781406,0.619042,13.379022
0.000000,0.000000,1.736330,2.327541,0.000000,3.191723,4.858660,0.069531,11.948263
0.000000,0.000000,1.752129,2.393568,0.000000,2.268389,4.153144,0.069026,13.638361
0.000000,0.000000,1.590870,2.302575,0.000000,2.632007,4.536284,0.126065,11.786769
0.000000,0.000000,1.674758,2.846543,0.000000,2.074448,3.655004,0.066451,23.736421
0.000000,0.000000,2.378076,2.460497,0.000000,2.154153,4.588923,0.090977,12.093752
0.000000,0.000000,2.173533,3.012726,0.000000,1.741095,3.143429,0.633070,13.540067
0.000000,0.000000,1.781047,2.190185,0.000000,3.253549,4.874105,0.071581,10.621966
0.000000,0.000000,2.323896,2.316401,0.000000,2.003617,12.860609,0.068304,14.198432
0.000000,0.000000,1.524349,2.156601,0.000000,1.884500,3.481320,0.068905,19.960080
0.000000,0.000000,1.616855,2.389004,0.000000,1.575352,3.173244,0.610109,10.844059
0.000000,0.000000,2.220100,2.339549,0.000000,2.941068,4.266299,0.063982,11.274652
0.000000,0.000000,1.758400,2.340577,0.000000,1.872471,3.339216,0.060398,12.747918
0.000000,0.000000,1.649997,2.318601,0.000000,1.550075,3.279863,0.063018,10.534366
0.000000,0.000000,1.679948,2.319936,0.000000,1.852765,3.274057,0.090273,10.208695
0.000000,0.000000,1.692233,2.858158,0.000000,1.323921,2.742541,0.565344,13.133408
0.000000,0.000000,1.799758,2.732394,0.000000,2.110346,3.134397,0.057472,10.513121
0.000000,0.000000,1.570726,2.537285,0.000000,1.351923,2.728995,0.050286,10.605361
0.000000,0.000000,1.932542,2.266422,0.000000,1.201076,2.725048,0.051626,9.487537
0.000000,0.000000,1.597015,3.493227,0.000000,1.371793,2.618805,0.052011,10.292172
0.000000,0.000000,1.592364,2.716834,0.000000,1.258534,2.455538,0.599940,9.537488
0.000000,0.000000,1.524740,2.678070,0.000000,2.765214,3.862780,0.055124,15.187544
0.000000,0.000000,1.484248,3.494299,0.000000,1.872461,3.250970,0.057773,13.002042
0.000000,0.000000,1.707283,4.661101,0.000000,1.709525,3.114393,0.057024,12.854978
0.000000,0.000000,1.663078,4.018488,0.000000,1.241437,2.652869,0.059137,12.780073
0.000000,0.000000,1.791776,2.792235,0.000000,2.872549,2.391324,0.771744,9.744320
0.000000,0.000000,1.832218,2.582674,0.000000,3.727817,4.379577,0.070122,11.695449
0.000000,0.000000,1.840094,2.689984,0.000000,1.751443,3.614958,0.070627,22.066836
0.000000,0.000000,1.660944,2.583413,0.000000,1.518629,3.307160,0.073904,11.089703
0.000000,0.000000,1.700003,2.570612,0.000000,1.277173,2.793358,0.067920,10.532462
0.000000,0.000000,1.802265,2.705049,0.000000,1.116481,2.630777,0.727149,10.001003
0.000000,0.000000,2.821798,2.792304,0.000000,3.233392,3.945223,0.073145,11.391940
0.000000,0.000000,1.907033,3.720235,0.000000,2.771432,5.413034,0.082762,14.235036
0.000000,0.000000,3.541588,2.853074,0.000000,1.724298,3.115347,0.073490,20.983709
0.000000,0.000000,1.776478,2.796382,0.000000,1.375214,2.915284,0.078215,10.956622
0.000000,0.000000,1.741292,2.736676,0.000000,1.037846,2.593787,0.760414,10.201202
0.000000,0.000000,2.081093,2.560811,0.000000,3.187867,3.955775,0.073094,10.231634
0.000000,0.000000,1.613021,2.710774,0.000000,1.629034,3.532985,0.071466,12.973864
0.000000,0.000000,1.887382,2.369179,0.000000,1.705167,3.295167,0.072603,10.740448
0.000000,0.000000,1.622396,2.334025,0.000000,1.238529,2.936810,0.631165,11.367845
