#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
9.586723,0.633520,27.301701,1.433939,1.433939,52.726096
6.728705,0.443423,20.654963,0.000000,0.000000,27.827615
13.489748,0.435499,22.696138,1.452758,1.452758,44.983869
7.057889,0.364013,23.290266,0.000000,0.000000,30.712498
7.483353,0.359427,24.498735,0.000000,0.000000,32.341893
12.537651,0.431112,5.938197,0.000000,0.000000,18.907140
6.793621,0.345279,24.758767,1.588332,1.588332,42.374752
7.181778,0.293874,24.584180,1.769705,1.769705,84.257618
7.307508,0.400054,23.843264,1.979612,1.979612,75.276424
7.619526,0.353139,35.289150,1.248906,1.248906,64.238143
8.772851,0.412921,25.825364,1.250120,1.250120,57.199316
7.378853,0.402955,34.938796,1.277687,1.277687,52.940279
8.464224,0.401892,17.137472,0.000000,0.000000,26.005349
8.847124,0.610761,30.516538,0.000000,0.000000,39.974726
8.339203,0.409693,7.708373,0.000000,0.000000,16.457612
8.078789,0.363587,27.024584,2.244726,2.244726,47.528811
7.220436,0.324928,21.544339,0.000000,0.000000,29.090024
6.910161,0.322438,33.989345,1.439323,1.439323,52.833405
7.104059,0.382118,19.375810,0.000000,0.000000,26.862255
6.238723,0.271012,20.058908,1.494661,1.494661,38.881333
6.024155,0.244728,31.300402,1.180493,1.180493,67.732470
5.630185,0.205175,18.268851,2.546887,2.546887,105.034903
7.553909,0.230890,19.886982,2.083201,2.083201,111.143362
7.073556,0.284840,20.224710,2.530406,2.530406,122.571065
6.893716,0.387723,30.691377,2.791117,2.791117,132.124212
12.760078,0.400061,15.739309,1.731312,1.731312,76.349442
7.295157,0.303867,9.702988,1.385257,1.385257,53.038623
7.311977,0.319980,10.385328,0.997495,0.997495,43.940628
6.940586,0.352648,9.085862,0.514663,0.514663,42.236490
6.915656,0.420248,11.033369,0.578740,0.578740,39.036413
17.097072,0.510412,14.415783,0.677598,0.677598,55.184399
9.362697,0.481811,16.735737,0.664418,0.664418,57.249152
9.932312,11.427393,19.841034,0.565718,0.565718,70.045513
9.126365,0.534126,20.465769,12.370825,12.370825,68.672818
10.810776,0.584037,26.190880,0.739148,0.739148,43.375628
10.591853,0.571745,28.663732,10.406726,10.406726,67.567041
11.113417,0.618680,30.755187,0.000000,0.000000,42.487536
8.787880,0.589117,25.144030,0.000000,0.000000,34.521457
9.086557,0.587567,43.290805,0.000000,0.000000,52.965288
9.700589,0.622277,31.633904,0.531705,0.531705,55.664343
10.240586,0.531255,24.609195,0.000000,0.000000,35.381202
8.560583,0.569298,30.025477,0.000000,0.000000,39.155646
8.305217,0.568778,23.050742,0.000000,0.000000,31.925286
10.443485,0.573630,36.090475,0.000000,0.000000,47.107910
9.483103,0.598561,33.838861,1.092069,1.092069,60.864085
9.625367,0.571495,32.390127,1.071455,1.071455,61.323273
9.997054,0.574153,18.759617,0.000000,0.000000,29.331070
7.436819,0.620942,29.203319,0.000000,0.000000,37.261507
10.221631,0.475177,28.071349,0.000000,0.000000,38.768388
8.984920,0.492151,27.067103,0.000000,0.000000,36.545898
9.228584,0.575700,32.249412,1.071230,1.071230,53.929740
11.451185,0.489599,32.124846,0.000000,0.000000,44.065945
8.615666,0.470135,26.220497,0.000000,0.000000,35.306716
8.366651,0.565436,21.020474,0.000000,0.000000,29.952849
9.797279,0.612183,28.207541,0.000000,0.000000,38.619219
7.060210,0.516177,26.378581,0.000000,0.000000,33.955392
7.766086,0.530113,26.184834,0.000000,0.000000,34.481268
7.135894,0.447768,37.408191,0.000000,0.000000,44.992140
7.493531,0.481080,27.153976,0.000000,0.000000,35.128907
7.671376,0.449685,23.799359,0.000000,0.000000,31.920655
9.046837,0.450908,40.933815,0.000000,0.000000,50.431801
10.337928,0.538146,22.788451,0.000000,0.000000,33.664784
9.923418,0.570775,31.176689,1.612814,1.612814,62.729220
10.003471,0.592694,18.285996,0.000000,0.000000,28.882375
8.984787,0.543473,26.458795,0.000000,0.000000,35.987240
7.989479,0.575044,29.603462,0.000000,0.000000,38.168150
8.105763,0.571713,26.407575,0.000000,0.000000,35.085339
8.067506,0.512911,25.505879,0.000000,0.000000,34.086487
7.680007,0.456433,42.950134,1.638733,1.638733,74.513182
8.573666,0.536187,26.950633,1.205517,1.205517,49.437904
8.093777,0.480569,31.294934,1.000161,1.000161,55.398561
8.842718,0.567850,28.631498,1.180320,1.180320,54.041003
7.593242,0.510194,35.919206,0.000000,0.000000,44.022977
8.306531,0.577852,27.623577,0.000000,0.000000,36.508328
8.174294,0.486897,26.493301,0.000000,0.000000,35.154755
8.136820,0.391171,35.056988,0.000000,0.000000,43.585216
7.454074,0.401088,24.439619,0.000000,0.000000,32.295051
6.914932,0.393280,24.388175,1.233267,1.233267,40.698142
7.580215,0.308709,34.769755,1.157451,1.157451,58.271771
7.575285,0.337137,25.377447,1.098508,1.098508,71.576717
15.112372,0.311699,26.314213,1.204709,1.204709,62.408433
7.776110,0.403366,25.102822,1.449822,1.449822,81.470635
7.669525,0.513907,22.753251,2.296153,2.296153,72.558825
7.456240,0.452423,7.936897,0.629210,0.629210,35.744706
8.772266,0.568950,20.989376,0.577164,0.577164,47.482563
8.928465,0.667407,12.505226,0.663740,0.663740,49.129617
9.085076,0.690740,13.991088,0.415942,0.415942,40.612427
8.361044,0.688455,34.653458,2.059594,2.059594,112.704300
9.371653,0.683500,1.468791,0.000000,0.000000,11.524243
9.089607,0.265882,30.523765,3.507132,3.507132,167.282900
11.269764,0.619096,64.321467,3.597563,3.597563,160.145979
13.862489,0.568912,44.926644,2.492717,2.492717,143.268678
11.020580,0.819047,38.962506,16.945389,16.945389,121.455646
9.774948,0.748237,30.975121,3.354083,3.354083,108.860241
15.346149,0.683263,8.522445,0.000000,0.000000,24.552257
9.303129,0.411326,31.114051,3.226199,3.226199,206.307819
22.864893,0.474376,31.868705,0.000000,0.000000,55.208810
11.974918,0.412318,35.359792,3.129643,3.129643,70.072598
20.516111,0.532716,30.527599,0.000000,0.000000,51.576816
11.032595,0.566275,36.212326,4.192140,4.192140,69.305925
23.715338,0.681079,32.814381,0.000000,0.000000,57.211124
10.535929,0.558414,32.182085,15.891820,15.891820,88.428529
10.337669,0.608613,31.963045,0.000000,0.000000,42.909712
8.994328,0.625546,29.207613,0.000000,0.000000,38.828112
8.313732,0.575827,17.878767,0.000000,0.000000,26.768579
8.337562,0.560045,10.870430,0.000000,0.000000,19.768485
11.043099,0.447515,30.665697,0.000000,0.000000,42.156758
8.814772,0.482741,46.968978,3.710158,3.710158,74.355434
8.239248,0.457655,29.959841,3.890582,3.890582,58.218457
8.320304,0.557018,39.755297,2.307719,2.307719,63.756852
8.482784,0.450912,17.064804,0.000000,0.000000,25.998689
8.049717,0.472418,26.938977,0.000000,0.000000,35.461323
8.376195,0.563892,42.624490,2.898924,2.898924,67.261890
6.584186,0.472119,33.068753,2.270455,2.270455,53.931984
7.032310,0.398118,36.484199,3.070803,3.070803,57.861206
9.304531,0.444283,23.679947,0.000000,0.000000,33.429102
8.598382,0.465366,23.642073,0.000000,0.000000,32.706066
8.434065,0.533767,37.582930,0.000000,0.000000,46.551059
9.831059,0.597204,24.943153,0.000000,0.000000,35.371744
7.499154,0.531112,40.813162,2.615868,2.615868,78.619284
9.443585,0.473616,28.592424,1.879757,1.879757,50.954345
8.347876,0.493286,22.112796,0.000000,0.000000,30.954310
6.965078,0.531047,24.510002,1.680467,1.680467,44.067557
7.837453,0.421065,24.686145,1.700914,1.700914,86.197275
7.957659,0.407774,24.488936,1.811751,1.811751,92.472899
15.112576,0.430705,25.238245,1.779872,1.779872,104.301504
8.753458,0.470567,41.549143,2.504775,2.504775,82.162605
9.948539,0.572386,31.102876,2.135944,2.135944,77.973592
10.391225,0.749865,41.976709,2.380270,2.380270,66.031404
10.340192,0.583020,49.321330,2.199269,2.199269,73.128923
9.709397,0.713672,34.914640,2.277367,2.277367,58.854284
10.242524,0.660945,31.155459,0.000000,0.000000,42.059278
10.665216,0.621858,39.090456,1.935393,1.935393,64.184333
9.286822,0.667309,49.897418,2.396789,2.396789,96.797355
8.228891,0.625268,30.319801,2.404930,2.404930,78.354904
9.988609,0.631333,34.068325,0.000000,0.000000,44.688574
9.354554,0.719324,33.838901,1.510606,1.510606,82.837443
9.805660,0.697443,19.622286,0.000000,0.000000,30.125665
10.274373,0.611507,39.893144,15.383843,15.383843,76.356936
11.682891,0.799063,33.309089,0.000000,0.000000,45.791264
11.790555,0.736200,41.309314,1.858009,1.858009,77.500960
10.998431,0.762758,36.312027,0.000000,0.000000,48.073494
9.650309,0.717189,52.172318,0.000000,0.000000,62.540420
9.080345,0.710229,33.347775,1.774990,1.774990,58.905421
9.384317,0.631625,33.882078,1.198143,1.198143,68.953974
10.110168,0.603173,35.740131,1.128866,1.128866,70.580768
9.290839,0.628446,44.158153,1.090134,1.090134,71.875188
7.403425,0.628487,23.528731,1.712656,1.712656,70.502261
14.779110,0.507287,17.946312,1.676199,1.676199,65.432618
7.006310,0.450068,20.973861,2.425709,2.425709,69.345725
7.475259,0.477181,17.928476,1.189142,1.189142,52.596961
15.076481,0.608894,16.390493,0.812787,0.812787,56.800152
9.439209,0.559975,19.015404,1.031142,1.031142,56.800656
9.722721,0.660672,18.300271,0.831209,0.831209,54.549511
9.127733,0.668031,35.122631,1.229814,1.229814,74.533455
8.770981,0.751918,22.175480,1.498233,1.498233,67.470727
9.710934,0.755396,26.440934,0.935727,0.935727,60.372622
8.597717,0.653721,42.725148,0.622423,0.622423,67.346184
8.989575,0.727314,21.105761,0.000000,0.000000,30.822892
8.347676,0.611816,25.441181,0.000000,0.000000,34.402288
9.551420,0.668732,38.542100,0.000000,0.000000,48.762660
7.933116,0.576427,28.492711,0.000000,0.000000,37.002700
7.698714,0.468673,27.681506,0.000000,0.000000,35.849175
17.971138,0.401637,24.853775,0.000000,0.000000,43.226840
9.809837,0.528148,31.184370,0.000000,0.000000,41.522697
9.799549,0.435660,44.025408,0.000000,0.000000,54.260927
8.967315,0.461587,30.243942,1.259189,1.259189,65.729915
9.491765,0.508244,44.739633,1.915105,1.915105,82.420925
10.795167,0.559999,19.104327,0.000000,0.000000,30.459628
9.644828,0.572195,36.652284,1.589632,1.589632,74.921862
9.595642,0.692654,37.556916,1.881280,1.881280,59.490813
7.777522,0.584823,40.513350,1.953898,1.953898,59.664375
7.298965,0.658201,26.279505,1.559801,1.559801,55.004057
6.382693,0.414933,24.042096,1.517841,1.517841,53.760637
6.893306,0.368919,23.833356,1.528521,1.528521,54.630275
7.486556,0.405957,25.345294,1.218063,1.218063,64.602769
8.514836,0.439642,25.049699,1.518147,1.518147,52.942134
8.825145,0.513950,24.091451,1.966246,1.966246,73.053811
7.222665,0.622813,22.483997,1.181693,1.181693,52.921713
7.011968,0.500250,23.692034,1.894804,1.894804,67.170725
6.873988,0.536749,23.987935,0.000000,0.000000,31.399005
8.297630,0.556063,25.025335,1.273523,1.273523,41.781998
7.875842,0.461486,2.416014,0.000000,0.000000,10.753602
6.529984,0.387789,25.131784,0.000000,0.000000,32.049723
8.447831,0.382401,24.540410,0.000000,0.000000,33.370933
7.756152,0.393549,28.025415,1.651818,1.651818,90.234631
8.984923,0.474508,30.049859,1.773236,1.773236,84.824067
20.793242,0.644335,25.953457,1.279263,1.279263,86.157702
10.589390,0.766553,40.105076,1.256922,1.256922,84.471877
11.196849,0.846149,19.700140,1.465911,1.465911,56.346926
21.956860,0.801534,24.863074,1.659024,1.659024,72.760180
10.782392,0.840562,30.266565,1.717413,1.717413,58.893094
17.864510,0.674256,31.722924,2.009264,2.009264,76.573078
9.911894,0.778758,49.423122,2.038850,2.038850,92.280137
7.643291,0.790397,28.837187,2.325426,2.325426,77.268668
7.887692,0.757880,27.039004,2.966696,2.966696,80.923779
7.589483,0.935315,28.642101,2.338966,2.338966,71.786104
8.898605,0.725613,32.144745,18.417304,18.417304,88.168066
9.258773,0.604340,14.792493,0.625730,0.625730,47.364875
10.280703,0.601346,31.878515,0.666784,0.666784,63.928045
9.818586,0.621126,16.515994,0.873509,0.873509,48.684506
10.888113,0.697535,18.926448,0.758519,0.758519,63.650738
11.388113,0.723922,32.874432,1.069297,1.069297,80.489677
11.029443,0.782997,22.891136,1.084633,1.084633,74.143947
10.097021,0.761688,24.749277,0.955836,0.955836,68.762560
25.060290,0.864548,30.817913,1.032221,1.032221,79.637149
13.212038,1.001201,55.407233,0.839395,0.839395,78.892850
10.727548,0.695494,23.749681,0.000000,0.000000,35.174110
10.467059,0.774244,44.058040,0.000000,0.000000,55.299627
20.915435,0.634790,44.435782,1.295099,1.295099,92.443745
10.122362,0.691403,53.623009,1.351210,1.351210,108.557981
11.560804,0.622050,40.124050,1.012843,1.012843,79.758589
12.432848,0.809841,27.254786,0.000000,0.000000,40.499225
10.631836,0.875628,26.711982,0.000000,0.000000,38.219767
25.172636,0.793173,25.788280,0.000000,0.000000,51.754402
9.680847,0.504649,27.065617,0.000000,0.000000,37.251352
10.610047,0.587030,38.997963,1.304273,1.304273,75.861661
10.510763,0.569278,39.158840,0.000000,0.000000,50.239193
10.148632,0.572039,35.572495,2.202022,2.202022,99.310491
11.574765,0.609950,37.085677,0.000000,0.000000,49.270811
10.722104,0.702228,53.246703,0.000000,0.000000,64.671331
10.728599,0.756515,25.632243,0.000000,0.000000,37.119292
9.973212,0.691956,28.319358,0.000000,0.000000,38.986070
20.726934,0.776846,33.062360,0.000000,0.000000,54.567945
12.311216,0.559782,41.475409,0.000000,0.000000,54.346824
11.544193,0.708750,56.935138,1.554365,1.554365,88.196187
10.625940,0.611705,61.292012,1.834726,1.834726,83.065869
12.771632,0.632165,36.701788,1.468270,1.468270,57.907475
10.881154,0.699627,50.862944,0.000000,0.000000,62.444164
11.299981,0.779173,46.599089,1.512964,1.512964,82.885813
14.550347,0.900403,59.509702,1.588741,1.588741,96.653352
12.844253,0.839967,56.190128,1.185319,1.185319,92.846844
11.392393,0.949081,34.622895,1.222062,1.222062,97.726014
12.067010,0.898255,38.512708,1.070861,1.070861,58.869618
10.128885,0.851492,54.351176,1.364024,1.364024,72.153406
10.519000,0.802717,37.074924,1.263139,1.263139,54.870203
12.073299,0.746333,22.118822,0.000000,0.000000,34.938759
19.911220,0.610776,41.355550,1.316480,1.316480,73.008446
12.058308,0.657986,37.033159,1.392086,1.392086,81.072557
11.389944,0.550033,43.239815,0.000000,0.000000,55.180138
11.232153,0.549656,56.320306,0.000000,0.000000,68.102522
10.378662,0.625861,8.668167,0.000000,0.000000,19.672925
10.947835,0.532140,46.899546,0.000000,0.000000,58.379813
10.878660,0.466482,57.637870,2.616295,2.616295,122.843372
26.472863,0.755933,42.857625,2.484753,2.484753,130.563573
11.020776,0.695257,41.594119,2.123744,2.123744,111.797675
10.357506,0.763444,37.913094,15.285781,15.285781,123.269276
10.209206,0.916008,32.341984,1.778533,1.778533,98.087804
9.858893,0.827450,16.691628,1.619728,1.619728,59.625436
7.343007,0.798203,14.438734,0.984649,0.984649,44.911907
8.275405,0.709169,17.108188,0.838077,0.838077,40.605158
8.594803,0.520472,19.018838,0.707701,0.707701,33.829869
7.950635,0.513582,35.059814,0.000000,0.000000,43.524333
8.605934,0.488808,20.998441,0.918776,0.918776,57.100905
7.862511,0.406130,23.204576,0.707882,0.707882,65.682295
8.116957,0.439923,23.600142,1.073310,1.073310,57.391547
7.969802,0.501833,24.010252,1.460953,1.460953,72.998755
8.070158,0.454282,26.262933,1.405465,1.405465,56.253791
9.484374,0.462999,44.978822,1.455010,1.455010,65.725187
7.763589,0.485095,24.871053,1.434603,1.434603,77.298207
7.581525,0.577828,41.212694,1.492836,1.492836,81.995815
8.874934,0.455349,22.151838,1.330140,1.330140,49.980896
22.565686,0.487510,21.592366,0.000000,0.000000,44.645810
8.341280,0.482861,26.063845,1.549909,1.549909,60.450179
7.295482,0.532039,20.959467,0.000000,0.000000,28.787274
14.578008,0.447512,24.013808,1.681685,1.681685,66.483535
9.537249,0.485540,24.223722,0.000000,0.000000,34.246854
9.815004,0.423854,47.039892,1.965429,1.965429,69.894836
10.549755,0.491197,2.842213,0.000000,0.000000,13.884505
10.741163,0.456515,3.330559,0.000000,0.000000,14.528503
10.613368,0.511387,24.502528,0.000000,0.000000,35.627510
25.166744,0.584704,35.707698,1.793703,1.793703,88.564368
10.561907,0.536155,12.457294,0.000000,0.000000,23.555579
10.099279,0.457138,49.219154,1.382696,1.382696,71.515447
9.516317,0.558603,33.488041,1.646357,1.646357,56.489775
9.050939,0.528588,29.265494,0.000000,0.000000,38.845295
7.974434,0.466072,26.654952,0.000000,0.000000,35.095753
9.112290,0.497362,30.243727,1.047533,1.047533,64.041826
17.884979,0.457334,28.101577,1.772264,1.772264,78.594593
9.045050,0.466673,29.265449,1.602377,1.602377,51.182046
17.194260,0.484318,29.018762,1.480266,1.480266,67.990669
10.232359,0.477615,13.913373,0.000000,0.000000,24.623665
9.413619,0.393963,44.809693,0.000000,0.000000,54.617764
8.924930,0.529241,6.914988,0.000000,0.000000,16.369424
8.153957,0.356616,10.061429,0.000000,0.000000,18.573577
8.837561,0.300374,6.359380,0.000000,0.000000,15.497580
9.401003,0.277777,8.640554,0.000000,0.000000,18.319645
10.064515,0.302187,23.495535,0.000000,0.000000,33.862576
10.355943,0.304758,10.492161,0.000000,0.000000,21.153138
10.010800,0.332517,9.731112,0.000000,0.000000,20.074718
10.141382,0.347578,9.007791,0.000000,0.000000,19.497050
9.811292,0.335173,10.889355,0.000000,0.000000,21.036030
10.467004,0.324816,26.504573,0.000000,0.000000,37.296660
10.135031,0.275561,1.854979,0.000000,0.000000,12.266023
10.100197,0.253400,32.520703,0.000000,0.000000,42.874776
10.074960,0.239648,29.689551,16.748369,16.748369,193.097575
9.635265,0.403822,27.968267,3.083615,3.083615,173.191025
18.119884,0.364800,29.739084,3.965233,3.965233,199.691569
10.700144,0.476243,49.752490,2.613213,2.613213,206.013281
10.097853,0.537895,27.017892,18.669145,18.669145,96.890844
11.199320,0.587314,30.360398,2.182069,2.182069,62.095070
12.701404,0.475899,31.716032,0.000000,0.000000,44.893800
19.062630,0.494369,35.893799,2.336173,2.336173,76.213405
11.233471,0.646563,37.997869,2.555923,2.555923,94.018113
10.687827,0.601799,27.257742,0.000000,0.000000,38.547590
9.408184,0.548592,32.887289,0.000000,0.000000,42.844350
15.246770,0.708626,39.816919,2.432254,2.432254,76.941900
11.401957,0.533320,41.569018,2.821161,2.821161,97.467909
11.775202,0.586223,37.619818,0.000000,0.000000,49.981554
12.573308,0.605075,63.665977,2.300001,2.300001,91.521129
11.635807,0.663825,36.348114,0.000000,0.000000,48.647977
11.482423,0.753813,67.001286,0.000000,0.000000,79.237955
11.399713,0.724114,49.439107,0.000000,0.000000,61.563320
28.664058,0.700933,50.047400,2.287487,2.287487,94.259207
13.455084,0.775392,16.664563,0.000000,0.000000,30.895398
28.529728,0.609829,58.213749,0.000000,0.000000,87.353662
12.190252,0.649324,63.749410,0.000000,0.000000,76.589248
12.430483,0.646726,63.360416,2.406771,2.406771,134.279084
12.853184,0.870824,63.929523,1.778846,1.778846,98.426705
16.414810,0.680252,49.832827,1.227304,1.227304,89.077572
10.193074,0.653244,60.538723,1.377322,1.377322,83.972514
9.510864,0.598575,40.569022,0.000000,0.000000,50.678929
9.891899,0.544554,61.728380,1.483024,1.483024,96.650060
9.610540,0.689663,37.425285,0.986852,0.986852,54.456291
25.193550,0.583857,40.086695,0.996521,0.996521,72.884855
10.440521,0.593158,42.106931,19.611695,19.611695,79.057790
9.762963,0.586741,30.587976,0.000000,0.000000,40.937893
10.359201,0.607083,25.695304,0.000000,0.000000,36.661839
11.068054,0.581867,56.013242,1.184602,1.184602,76.195031
11.639426,0.545614,43.310337,0.000000,0.000000,55.495667
10.621505,0.617627,63.757821,1.241160,1.241160,102.267533
10.251776,0.788248,61.318209,0.000000,0.000000,72.358566
12.406292,0.799497,27.444724,0.000000,0.000000,40.650831
9.425856,0.823595,23.999106,0.000000,0.000000,34.250469
10.585821,0.753880,60.511076,2.176701,2.176701,83.403037
11.792265,0.617404,41.439623,0.000000,0.000000,53.849623
12.129671,0.676205,32.497453,0.000000,0.000000,45.303519
13.051971,0.692830,26.494182,0.000000,0.000000,40.239206
12.222265,0.918846,67.362110,0.000000,0.000000,80.503507
12.126627,0.824459,24.319294,0.000000,0.000000,37.270660
12.092889,0.749741,23.994303,0.000000,0.000000,36.837170
11.640258,0.674313,64.457783,0.000000,0.000000,76.772686
10.066090,0.644003,39.550483,0.000000,0.000000,50.260933
10.336809,0.747961,42.044239,0.000000,0.000000,53.129176
10.645854,0.643365,42.493387,0.000000,0.000000,53.782928
9.809003,0.675078,25.530475,0.000000,0.000000,36.014841
23.904219,0.611934,7.764297,0.000000,0.000000,32.281806
7.932407,0.511922,24.859271,0.000000,0.000000,33.303973
8.321850,0.408825,30.072110,0.000000,0.000000,38.803070
6.783284,0.390332,45.834179,2.121273,2.121273,66.251876
7.633817,0.515913,35.149921,21.519855,21.519855,117.862458
6.454627,0.481472,17.579199,1.951804,1.951804,78.604235
5.656536,0.542935,15.273528,1.660062,1.660062,69.031645
5.420156,0.460391,32.157296,1.320874,1.320874,74.825562
5.636976,0.419370,9.941885,1.008028,1.008028,46.687278
20.189843,0.395897,8.242597,1.132432,1.132432,58.127936
4.775447,0.284454,7.002599,1.124985,1.124985,35.050407
4.994482,0.275545,7.692364,1.070006,1.070006,51.307573
5.089871,0.278214,6.111744,0.000000,0.000000,11.480125
5.608829,0.208320,5.137642,0.000000,0.000000,10.956501
4.141763,0.223033,9.666496,0.000000,0.000000,14.031579
4.706285,0.175937,7.751993,0.000000,0.000000,12.634615
4.570581,0.149089,10.993639,0.000000,0.000000,15.713597
4.509609,0.128980,9.998073,0.001924,0.001924,51.182036
8.791333,0.368060,17.164920,3.893806,3.893806,68.530412
6.368796,0.157579,16.984788,3.326102,3.326102,58.534432
7.710112,0.322017,6.074947,0.000000,0.000000,14.108226
6.649894,0.259361,39.131991,2.103276,2.103276,63.538805
7.737647,0.296988,1.183964,0.000000,0.000000,9.219033
7.662388,0.271478,18.920391,1.832441,1.832441,42.752656
6.572645,0.232577,0.914237,0.000000,0.000000,7.719702
23.477441,0.446450,8.567669,0.000000,0.000000,32.491839
7.949725,0.293192,17.725462,0.000000,0.000000,25.968953
8.962923,0.254331,1.209631,0.000000,0.000000,10.427099
8.754521,0.227202,23.695046,3.593281,3.593281,52.640457
8.408587,0.281206,1.486967,0.000000,0.000000,10.177164
17.705556,0.233361,26.361254,3.756058,3.756058,82.757912
11.462084,0.441706,28.466123,0.000000,0.000000,40.370354
20.200656,0.348557,29.029918,0.000000,0.000000,49.579580
8.408469,0.481589,27.196683,2.011047,2.011047,71.513944
25.125435,0.516150,25.039156,0.000000,0.000000,50.681303
9.554662,0.446920,24.338227,1.834084,1.834084,60.046654
8.130846,0.483503,19.626454,0.000000,0.000000,28.241204
18.687502,0.514688,21.613118,1.240056,1.240056,50.446361
7.171969,0.415201,23.092352,1.586604,1.586604,62.726473
30.822144,0.518219,23.860157,0.000000,0.000000,55.201276
6.250914,0.409974,18.990703,1.391641,1.391641,59.680651
6.560605,0.469153,18.252598,19.932988,19.932988,54.519949
7.743936,0.356919,19.052080,1.589908,1.589908,51.840501
10.015236,0.419372,22.472637,1.742445,1.742445,58.336412
21.999251,0.460113,21.851831,1.241177,1.241177,69.182641
6.925648,0.385383,19.772253,1.087955,1.087955,35.702797
6.636926,0.394106,18.534654,1.235011,1.235011,52.611810
8.469254,0.472271,19.470356,1.463981,1.463981,39.680678
6.572580,0.404995,1.267394,0.000000,0.000000,8.245287
7.235833,0.346158,19.677658,1.118398,1.118398,43.740904
26.326717,0.335723,19.910023,1.165954,1.165954,71.971239
7.067074,0.273947,15.936507,1.128081,1.128081,32.318222
5.963953,0.281031,15.412858,1.404859,1.404859,63.218939
7.844872,0.346746,17.049019,1.447344,1.447344,36.571123
8.563306,0.350601,17.762539,0.000000,0.000000,26.676800
6.215106,0.309002,11.282050,0.000000,0.000000,17.806647
24.694266,0.332418,15.889588,1.355885,1.355885,59.038506
6.687670,0.192049,0.828750,0.000000,0.000000,7.708879
6.058515,0.154586,5.405608,0.000000,0.000000,11.619105
5.646232,0.193255,15.276624,1.269410,1.269410,38.646796
6.390371,0.219495,3.137904,0.000000,0.000000,9.748298
25.799106,0.510315,21.245939,1.582744,1.582744,68.394317
8.410851,0.259985,18.998501,0.000000,0.000000,27.669824
8.411812,0.273574,19.286776,1.962084,1.962084,74.976036
9.079282,0.333870,19.789346,0.994306,0.994306,53.267470
8.469683,0.345620,20.006058,1.121076,1.121076,69.771088
9.366907,0.476228,20.187129,1.336042,1.336042,41.397171
7.656082,0.389570,18.523874,1.620332,1.620332,51.744312
7.789020,0.383704,40.857702,1.649222,1.649222,62.566760
8.713369,0.401735,20.739110,2.548500,2.548500,65.756734
27.048443,0.445406,22.200238,1.341539,1.341539,79.780555
9.235291,0.382210,22.057098,0.000000,0.000000,31.674948
8.400261,0.366347,4.323990,0.000000,0.000000,13.090883
9.577074,0.319722,25.787847,0.000000,0.000000,35.686145
10.592744,0.330329,9.032366,0.000000,0.000000,19.955787
9.539576,0.533799,10.050860,0.000000,0.000000,20.124772
11.108491,0.315241,7.041996,0.000000,0.000000,18.467323
10.049330,0.288366,30.401685,2.455360,2.455360,84.184461
10.753486,0.326464,31.110861,2.504588,2.504588,62.682535
10.642096,0.359765,47.425107,2.825069,2.825069,145.762331
10.285009,0.387283,48.648509,22.156496,22.156496,167.674524
10.580197,0.500893,27.681059,3.068556,3.068556,79.314554
9.398564,0.560191,46.263764,3.168368,3.168368,89.602918
9.807930,0.486172,24.774603,23.867376,23.867376,99.199958
9.720031,0.515444,25.748348,0.000000,0.000000,35.984199
9.485445,0.582129,43.583516,1.996974,1.996974,86.640885
9.689666,0.572117,27.164444,2.237073,2.237073,52.667178
18.118114,0.549133,27.466408,1.901696,1.901696,71.443591
8.606953,0.542546,23.590023,1.509802,1.509802,56.166913
26.523156,0.511910,24.668491,0.000000,0.000000,51.703964
8.282896,0.480883,26.793897,1.587445,1.587445,62.322406
9.642731,0.518343,46.681359,1.449110,1.449110,69.550450
9.787743,0.487575,28.887788,2.052575,2.052575,62.000885
9.592079,0.443473,47.398830,1.746513,1.746513,74.964706
9.123964,0.438416,30.340821,1.374455,1.374455,73.851072
25.159771,0.533177,28.398409,0.853480,0.853480,98.302490
8.691709,0.627733,46.489926,1.670406,1.670406,65.194152
8.693595,0.544289,29.294282,2.000178,2.000178,57.026178
10.108201,0.458977,30.431176,20.708014,20.708014,68.439510
9.050210,0.460655,27.712462,1.552314,1.552314,62.506830
7.727165,0.501972,24.814976,1.686984,1.686984,73.956451
7.635031,0.484026,22.890002,2.367806,2.367806,73.956514
23.059570,0.661282,22.464032,2.735286,2.735286,94.063996
7.826677,0.548882,23.532288,1.858795,1.858795,75.611022
8.215583,0.541573,24.455093,2.153272,2.153272,95.810294
9.867987,0.547950,25.086964,24.749159,24.749159,104.903374
10.433310,0.598138,15.415946,1.179217,1.179217,60.284318
7.315685,0.544476,11.404152,22.696235,22.696235,63.392523
7.635511,0.606502,10.444168,0.664998,0.664998,36.863232
7.734710,0.411286,12.265383,0.905324,0.905324,37.421103
6.478369,0.376679,31.386695,0.735120,0.735120,61.155666
7.845142,0.371534,12.280190,0.807689,0.807689,45.300252
25.315107,0.340395,16.092691,0.898524,0.898524,75.459921
8.276668,0.388683,18.111694,0.886446,0.886446,58.007415
9.130833,0.444377,20.075081,0.673225,0.673225,65.173315
9.631470,0.477540,43.424528,1.280453,1.280453,95.525621
11.421031,0.571443,27.106537,1.526230,1.526230,95.827393
10.992513,0.594420,28.961837,1.418692,1.418692,61.065854
9.346934,0.630480,16.945990,0.000000,0.000000,26.925279
